DT_COMPTC;IBOV;Dol;NDX;SPX;Fluxo
06/05/2013;55429.9;20.096;2955.36;1617.5;-15.752
07/05/2013;56274.7;20.078;2952.88;1625.96;-59.63
08/05/2013;55804.8;20.054;2968.24;1632.69;-8.364
09/05/2013;55447.6;20.134;2961.12;1626.67;13.916
10/05/2013;55107.8;20.204;2981.02;1633.7;105.659
13/05/2013;54447.8;2.008;2982.09;1633.77;31.759
14/05/2013;54666.8;20.208;2996.05;1650.34;130.233
15/05/2013;54936.4;20.229;3002.62;1658.78;32.489
16/05/2013;54772.6;20.265;2999.34;1650.47;193.416
17/05/2013;55164.3;20.352;3028.96;1667.47;69.035
20/05/2013;55700.8;20.388;3020.97;1666.29;-158.099
21/05/2013;56265.3;20.404;3026.45;1669.16;-4.127
22/05/2013;56429.3;20.496;2999.13;1655.35;68.455
23/05/2013;56349.9;2.044;2991.45;1650.51;-27.798
24/05/2013;56406.2;20.515;2991.02;1649.6;4.32
27/05/2013;56395.9;20.571;2991.02;1649.6;-36.683
28/05/2013;56036.3;20.749;3011.94;1660.06;-84.37
29/05/2013;54634.7;21.106;2994.82;1648.36;132.746
31/05/2013;53506.1;21.411;2981.76;1630.74;135.073
03/06/2013;53944.4;21.241;2990.79;1640.42;13.477
04/06/2013;54017.9;21.251;2973.69;1631.38;54.809
05/06/2013;52798.6;21.277;2937.14;1608.9;53.27
06/06/2013;52884.8;21.298;2950.3;1622.56;6.69
07/06/2013;51618.6;21.319;2990.87;1643.38;51.876
10/06/2013;51316.6;21.471;2990.49;1642.81;203.291
11/06/2013;49769.9;21.326;2959.84;1626.13;166.279
12/06/2013;49180.6;21.564;2926.14;1612.52;137.13
13/06/2013;50414.9;21.212;2962.9;1636.36;44.08
14/06/2013;49332.3;21.516;2943.86;1626.73;192.942
17/06/2013;49088.6;21.712;2971.26;1639.04;-153.925
18/06/2013;49464.9;21.815;2996.09;1651.81;-23.843
19/06/2013;47893.1;22.247;2959.5;1628.93;-97.3
20/06/2013;48214.4;22.575;2890.33;1588.19;93.552
21/06/2013;47056.0;22.422;2877.95;1592.43;37.632
24/06/2013;45965.1;22.268;2848.2;1573.09;100.462
25/06/2013;46893.0;22.139;2866.5;1588.03;-43.681
26/06/2013;47172.0;21.867;2893.85;1603.26;-183.181
27/06/2013;47609.5;21.989;2906.84;1613.2;101.589
28/06/2013;47457.1;22.317;2909.6;1606.28;146.153
01/07/2013;47229.6;2.229;2927.35;1614.96;19.734
02/07/2013;45228.9;22.547;2929.63;1614.08;98.34
03/07/2013;45044.0;22.688;2941.41;1615.41;82.084
04/07/2013;45763.2;22.486;2941.41;1615.41;35.82
05/07/2013;45210.5;22.524;2963.22;1631.89;-53.677
08/07/2013;45075.5;22.636;2966.13;1640.46;-18.452
09/07/2013;45075.5;22.601;2984.32;1652.32;-5.015
10/07/2013;45483.4;22.645;3000.66;1652.62;126.412
11/07/2013;46626.3;22.556;3059.46;1675.02;54.783
12/07/2013;45533.2;22.672;3079.07;1680.19;-2.192.091
15/07/2013;46738.9;22.201;3079.85;1682.5;-92.137
16/07/2013;46869.3;22.538;3077.47;1676.26;-14.705
17/07/2013;47407.3;22.261;3085.28;1680.91;-50.07
18/07/2013;47656.9;22.276;3077.82;1689.37;95.398
19/07/2013;47400.2;22.471;3044.93;1692.09;-20.901
22/07/2013;48574.1;22.331;3055.23;1695.53;-28.725
23/07/2013;48819.5;22.139;3031.4;1692.39;-63.742
24/07/2013;48374.2;22.505;3041.16;1685.94;-21.764
25/07/2013;49066.8;22.427;3061.67;1690.25;-38.603
26/07/2013;49422.1;22.562;3076.23;1691.65;199.714
29/07/2013;49212.3;22.684;3068.95;1685.33;-95.717
30/07/2013;48561.8;22.825;3085.33;1685.96;-45.378
31/07/2013;48234.5;22.766;3090.19;1685.73;106.272
01/08/2013;49140.8;23.042;3126.3;1706.87;-18.242
02/08/2013;48474.0;22.874;3143.52;1709.67;-9.373
05/08/2013;48436.4;2.306;3143.19;1707.14;135.62
06/08/2013;47421.9;22.991;3122.2;1697.37;-62.403
07/08/2013;47446.7;23.141;3118.69;1690.91;-142.618
08/08/2013;48928.8;22.846;3130.13;1697.48;5.485
09/08/2013;49874.9;22.718;3118.57;1691.42;-32.438
12/08/2013;50299.5;22.878;3125.93;1689.47;-158.379
13/08/2013;50600.6;23.144;3141.06;1694.16;-120.03
14/08/2013;50895.9;23.249;3129.45;1685.39;-123.677
15/08/2013;50908.3;23.407;3076.23;1661.32;-8.215
16/08/2013;51538.8;23.925;3073.91;1655.83;-87.411
19/08/2013;51574.1;24.128;3069.76;1646.06;-127.279
20/08/2013;50507.0;23.935;3082.17;1652.35;-709.502
21/08/2013;50405.2;24.543;3071.47;1642.8;65.975
22/08/2013;51397.7;24.353;3101.82;1656.96;-40.876
23/08/2013;52197.1;23.488;3124.27;1663.5;-93.447
26/08/2013;51429.5;23.799;3122.67;1656.78;-91.384
27/08/2013;50091.6;2.372;3059.58;1630.48;-10.201
28/08/2013;49866.9;23.452;3072.17;1634.96;-29.262
29/08/2013;49921.9;23.595;3093.36;1638.17;-52.932
30/08/2013;50011.8;23.855;3073.81;1632.97;51.583
02/09/2013;51835.1;23.774;3073.81;1632.97;-60.632
03/09/2013;51625.5;2.359;3091.76;1639.77;-58.253
04/09/2013;51716.2;23.602;3124.54;1653.08;-52.461
05/09/2013;52351.9;23.246;3129.94;1655.08;-21.629
06/09/2013;53749.4;23.066;3133.38;1655.17;-81.547
09/09/2013;54251.9;22.761;3169.93;1671.71;-108.879
10/09/2013;53979.0;22.827;3185.07;1683.99;-38.842
11/09/2013;53570.5;22.753;3179.86;1689.13;-87.945
12/09/2013;53307.1;22.747;3175.57;1683.42;-58.805
13/09/2013;53797.5;22.802;3178.28;1687.99;-105.222
16/09/2013;53821.6;22.844;3168.69;1697.6;-37.787
17/09/2013;54271.3;22.561;3190.83;1704.76;-50.801
18/09/2013;55702.9;2.186;3231.31;1725.52;-45.837
19/09/2013;55095.7;22.017;3237.61;1722.34;-186.371
20/09/2013;54110.0;22.105;3224.73;1709.91;-62.721
23/09/2013;54602.4;21.983;3219.34;1701.84;-137.28
24/09/2013;54431.1;2.201;3218.66;1697.42;-398.993
25/09/2013;54261.1;22.317;3208.55;1692.77;48.436
26/09/2013;53783.0;22.455;3234.04;1698.67;66.346
27/09/2013;53738.9;22.523;3230.31;1691.75;0.284
30/09/2013;52338.2;2.217;3218.2;1681.55;60.138
01/10/2013;53179.5;22.165;3253.05;1695.0;-77.024
02/10/2013;53100.2;21.917;3253.26;1693.87;35.987
03/10/2013;52489.9;22.069;3213.83;1678.66;-204.479
04/10/2013;52849.0;22.117;3242.57;1690.5;-7.781
07/10/2013;52417.1;22.052;3215.69;1676.12;-52.679
08/10/2013;52312.4;2.211;3153.87;1655.45;-135.723
09/10/2013;52547.7;22.073;3142.54;1656.4;16.239
10/10/2013;52996.6;21.804;3210.84;1692.56;-2.457
11/10/2013;53149.6;21.761;3233.83;1703.2;4.421
14/10/2013;54170.6;21.826;3256.02;1710.14;-86.771
15/10/2013;54980.6;21.782;3244.66;1698.06;-51.893
16/10/2013;55973.0;21.804;3281.67;1721.54;-98.434
17/10/2013;55358.1;21.523;3301.28;1733.15;7.88
18/10/2013;55378.5;2.17;3353.88;1744.5;35.713
21/10/2013;56077.4;21.751;3361.18;1744.66;-180.241
22/10/2013;56460.4;21.723;3366.93;1754.67;-57.469
23/10/2013;55440.0;21.905;3346.05;1746.38;-149.286
24/10/2013;54877.1;22.033;3362.38;1752.07;-122.143
25/10/2013;54154.1;21.872;3383.83;1759.77;111.002
28/10/2013;55073.4;21.789;3382.68;1762.11;-127.206
29/10/2013;54538.8;21.851;3391.75;1771.95;13.832
30/10/2013;54172.8;21.904;3385.38;1763.31;-19.356
31/10/2013;54256.2;22.398;3377.73;1756.54;-25.536
01/11/2013;54013.2;22.538;3379.76;1761.64;-76.204
04/11/2013;54436.9;22.465;3384.75;1767.93;-64.103
05/11/2013;53831.9;2.289;3388.82;1762.97;-11.214
06/11/2013;53384.6;22.884;3385.38;1770.49;-1.272
07/11/2013;52740.8;23.061;3321.41;1747.15;-42.464
08/11/2013;52248.9;23.133;3366.84;1770.61;13.362
11/11/2013;52623.9;23.318;3362.98;1771.89;44.617
12/11/2013;51804.3;23.321;3365.23;1767.69;-41.523
13/11/2013;52230.3;23.341;3405.57;1782.0;-133.37
14/11/2013;53451.6;23.143;3415.14;1790.62;-238.259
18/11/2013;54307.0;22.639;3388.87;1791.53;-40.53
19/11/2013;53032.9;22.709;3378.13;1787.87;21.534
20/11/2013;53032.9;22.729;3367.17;1781.37;5.559
21/11/2013;52688.0;23.054;3402.74;1795.85;22.488
22/11/2013;52800.7;22.794;3422.02;1804.76;54.435
25/11/2013;52263.5;22.893;3427.49;1802.48;100.047
26/11/2013;51446.9;22.947;3445.76;1802.75;88.203
27/11/2013;51861.2;23.305;3470.48;1807.23;-337.244
28/11/2013;51846.8;23.176;3470.48;1807.23;24.607
29/11/2013;52482.5;2.336;3487.82;1805.81;-23.109
02/12/2013;51244.9;23.533;3481.15;1800.9;-25.875
03/12/2013;50348.9;23.687;3479.34;1795.15;9.551
04/12/2013;50215.8;23.898;3483.01;1792.81;-19.052
05/12/2013;50787.6;23.567;3477.73;1785.03;-49.386
06/12/2013;50944.3;2.332;3504.26;1805.09;0.361
09/12/2013;51165.4;23.178;3516.17;1808.37;-98.201
10/12/2013;50993.0;23.067;3514.2;1802.62;-105.247
11/12/2013;50068.0;23.423;3468.99;1782.22;933.547
12/12/2013;50121.6;23.337;3460.29;1775.5;-45.392
13/12/2013;50051.2;23.301;3456.4;1775.32;22.1
16/12/2013;50279.6;23.284;3475.79;1786.54;-47.306
17/12/2013;50090.4;23.195;3469.32;1781.0;73.096
18/12/2013;50563.4;23.314;3509.63;1810.65;-58.814
19/12/2013;51633.4;23.568;3498.63;1809.6;-54.428
20/12/2013;51185.7;23.874;3531.19;1818.32;4.178
23/12/2013;51356.1;23.573;3569.4;1827.99;-68.764
24/12/2013;51356.1;23.573;3572.8;1833.32;-92.359
26/12/2013;51221.0;23.536;3584.58;1842.02;-36.568
27/12/2013;51266.6;23.383;3574.02;1841.4;103.725
30/12/2013;51507.2;23.597;3570.08;1841.07;-118.901
31/12/2013;51507.2;23.621;3592.0;1848.36;-204.151
02/01/2014;50341.3;23.878;3563.57;1831.98;68.141
03/01/2014;50981.1;23.765;3538.73;1831.37;-92.76
06/01/2014;50973.6;23.798;3526.96;1826.77;-142.571
07/01/2014;50430.0;23.724;3557.85;1837.88;-5.991
08/01/2014;50576.6;23.968;3567.54;1837.49;-79.727
09/01/2014;49321.7;23.906;3552.58;1838.13;-22.764
10/01/2014;49696.4;23.584;3565.08;1842.37;27.429
13/01/2014;49426.9;23.574;3512.8;1819.2;-31.119
14/01/2014;49703.1;2.35;3580.65;1838.88;-41.862
15/01/2014;50105.4;23.594;3609.84;1848.38;-24.661
16/01/2014;49696.3;23.614;3611.29;1845.89;-96.587
17/01/2014;49181.9;23.425;3591.25;1838.7;-114.282
20/01/2014;48708.4;23.433;3591.25;1838.7;-193.935
21/01/2014;48542.1;23.606;3617.7;1843.8;-28.858
22/01/2014;49299.7;23.733;3627.72;1844.86;-112.885
23/01/2014;48320.6;23.996;3613.76;1828.46;188.867
24/01/2014;47787.4;23.975;3541.48;1790.29;-21.313
27/01/2014;47701.1;24.227;3509.02;1781.56;-135.859
28/01/2014;47840.9;24.215;3505.72;1792.5;-156.251
29/01/2014;47556.8;24.373;3467.82;1774.2;-3.494
30/01/2014;47244.3;24.094;3532.41;1794.19;-44.507
31/01/2014;47639.0;24.128;3521.92;1782.59;-68.909
03/02/2014;46147.5;24.403;3440.5;1741.89;151.489
04/02/2014;46964.2;24.055;3470.2;1755.2;-170.369
05/02/2014;46624.4;24.024;3454.9;1751.64;-36.584
06/02/2014;47738.1;23.819;3497.6;1773.43;-40.428
07/02/2014;48073.6;23.792;3561.91;1797.02;38.939
10/02/2014;47710.8;24.099;3582.11;1799.84;-28.885
11/02/2014;48462.8;24.004;3621.72;1819.75;75.867
12/02/2014;48216.9;2.426;3627.36;1819.26;-164.153
13/02/2014;47812.8;23.935;3659.56;1829.83;-121.876
14/02/2014;48201.1;23.889;3663.88;1838.63;-56.081
17/02/2014;47576.3;23.895;3663.88;1838.63;-101.829
18/02/2014;46599.8;23.958;3679.43;1840.76;49.436
19/02/2014;47150.8;23.937;3652.85;1828.75;-99.847
20/02/2014;47288.6;23.704;3671.93;1839.78;-47.752
21/02/2014;47380.2;23.457;3662.6;1836.25;39.623
24/02/2014;47393.5;23.413;3685.81;1847.61;-93.454
25/02/2014;46715.9;23.412;3679.14;1845.12;24.415
26/02/2014;46599.2;2.35;3676.6;1845.16;27.232
27/02/2014;47606.8;23.192;3699.8;1854.29;-107.965
28/02/2014;47094.4;23.443;3696.1;1859.45;20.136
05/03/2014;46589.0;23.188;3727.19;1873.81;-115.892
06/03/2014;47093.1;23.239;3720.93;1877.03;-125.147
07/03/2014;46244.1;23.409;3703.4;1878.04;-44.924
10/03/2014;45533.2;23.505;3706.34;1877.17;-94.943
11/03/2014;45697.6;23.637;3691.5;1867.63;-24.376
12/03/2014;45861.8;23.555;3707.06;1868.2;-41.088
13/03/2014;45443.8;2.364;3651.49;1846.34;7.372
14/03/2014;44965.7;23.467;3627.87;1841.13;-72.721
17/03/2014;45117.8;2.349;3662.51;1858.83;-139.916
18/03/2014;46151.0;2.334;3706.62;1872.25;-84.51
19/03/2014;46567.2;23.498;3682.74;1860.77;-65.095
20/03/2014;47278.5;23.279;3693.97;1872.01;-149.19
21/03/2014;47380.9;23.251;3653.07;1866.52;-78.167
24/03/2014;47993.4;23.229;3617.39;1857.44;-234.887
25/03/2014;48180.1;23.113;3629.73;1865.62;-122.347
26/03/2014;47965.6;23.029;3582.89;1852.56;-92.188
27/03/2014;49646.8;22.589;3563.13;1849.04;-98.434
28/03/2014;49768.1;22.612;3571.49;1857.62;-87.133
31/03/2014;50414.9;22.719;3595.74;1872.34;-177.218
01/04/2014;50270.4;22.619;3658.4;1885.52;-172.67
02/04/2014;51701.1;22.689;3665.99;1890.9;-165.329
03/04/2014;51408.2;22.796;3637.58;1888.77;-47.25
04/04/2014;51081.8;22.358;3539.38;1865.09;-63.936
07/04/2014;52155.3;22.189;3507.75;1845.04;-118.716
08/04/2014;51629.1;22.016;3538.23;1851.96;-72.555
09/04/2014;51185.4;2.187;3600.44;1872.18;-81.424
10/04/2014;51127.5;22.068;3487.76;1833.08;-111.125
11/04/2014;51867.3;22.187;3446.85;1815.69;-70.103
14/04/2014;51596.6;22.141;3474.63;1830.61;-236.456
15/04/2014;50454.4;22.327;3487.85;1842.98;-40.619
16/04/2014;51200.6;22.434;3533.09;1862.31;-57.105
17/04/2014;52111.9;22.367;3534.53;1864.85;-55.559
22/04/2014;51976.9;22.377;3588.81;1879.55;-199.516
23/04/2014;51569.7;22.219;3557.04;1875.39;-62.253
24/04/2014;51817.4;2.214;3591.03;1878.61;845.164
25/04/2014;51399.4;22.436;3533.1;1863.4;-11.716
28/04/2014;51383.7;22.235;3545.03;1869.43;-145.425
29/04/2014;51838.6;22.361;3573.99;1878.33;332.263
30/04/2014;51626.7;22.323;3582.02;1883.95;147.377
02/05/2014;52980.3;22.214;3587.64;1881.14;-106.871
05/05/2014;53446.2;22.442;3605.09;1884.66;-108.807
06/05/2014;53779.7;22.294;3556.51;1867.72;15.839
07/05/2014;54052.7;22.167;3546.47;1878.21;-176.529
08/05/2014;53422.4;2.215;3540.42;1875.63;-84.976
09/05/2014;53100.3;22.128;3555.7;1878.48;5.755
12/05/2014;54052.9;22.144;3612.73;1896.65;-142.218
13/05/2014;53907.5;22.149;3611.13;1897.45;-116.424
14/05/2014;54412.5;22.023;3593.25;1888.53;195.694
15/05/2014;53855.5;22.196;3565.17;1870.85;-46.946
16/05/2014;53975.8;22.148;3587.2;1877.86;-38.042
19/05/2014;53353.1;22.069;3615.62;1885.08;-149.167
20/05/2014;52366.2;2.216;3600.31;1872.83;-198.408
21/05/2014;52203.4;22.074;3635.61;1888.03;-36.755
22/05/2014;52806.2;2.216;3650.86;1892.49;-22.812
23/05/2014;52626.4;22.233;3677.33;1900.53;-51.772
26/05/2014;52932.9;22.245;3677.33;1900.53;-128.044
27/05/2014;52174.0;22.377;3723.07;1911.91;-64.701
28/05/2014;52639.8;2.232;3712.26;1909.78;-35.561
29/05/2014;52239.3;22.242;3735.72;1920.03;-74.866
30/05/2014;51239.3;22.415;3736.82;1923.57;-45.653
02/06/2014;51605.8;22.767;3732.96;1924.97;-101.395
03/06/2014;52032.4;22.806;3730.07;1924.24;-29.66
04/06/2014;51833.0;22.796;3743.59;1927.88;14.498
05/06/2014;51558.8;22.621;3776.95;1940.46;-45.207
06/06/2014;53128.7;22.473;3794.57;1949.44;-73.683
09/06/2014;54273.2;22.293;3795.74;1951.27;-102.494
10/06/2014;54604.3;22.249;3800.86;1950.79;-60.835
11/06/2014;55102.4;22.337;3797.85;1943.89;-16.797
12/06/2014;55102.4;22.312;3763.8;1930.11;-91.04
13/06/2014;54806.6;22.243;3775.56;1936.16;-34.325
16/06/2014;54629.6;2.235;3779.93;1937.78;-105.448
17/06/2014;54299.9;22.619;3781.32;1941.99;-36.088
18/06/2014;55202.5;22.276;3804.61;1956.98;95.906
20/06/2014;54638.2;2.23;3802.64;1962.87;-53.656
23/06/2014;54210.1;22.192;3805.31;1962.61;-74.13
24/06/2014;54280.8;2.225;3799.53;1949.98;-23.639
25/06/2014;53425.7;22.078;3827.33;1959.53;-47.064
26/06/2014;53506.8;21.968;3826.91;1957.22;-60.048
27/06/2014;53157.3;21.938;3844.44;1960.96;30.088
30/06/2014;53168.2;22.143;3849.48;1960.23;-69.849
01/07/2014;53171.5;22.019;3894.33;1973.32;-149.729
02/07/2014;53028.8;22.236;3899.27;1974.62;47.894
03/07/2014;53874.6;22.106;3923.01;1985.44;-102.64
04/07/2014;54055.9;22.138;3923.01;1985.44;-7.637
07/07/2014;53801.8;22.249;3910.71;1977.65;-29.763
08/07/2014;53634.7;22.135;3864.07;1963.71;-70.252
09/07/2014;53634.7;22.128;3892.91;1972.83;19.506
10/07/2014;54592.8;22.206;3880.04;1964.68;-41.748
11/07/2014;54785.9;2.221;3904.58;1967.57;123.347
14/07/2014;55744.0;22.122;3929.46;1977.1;-117.785
15/07/2014;55973.6;22.191;3914.46;1973.28;-145.636
16/07/2014;55717.4;22.235;3932.33;1981.57;-30.113
17/07/2014;55637.5;22.582;3878.01;1958.12;-95.284
18/07/2014;57012.9;22.262;3939.89;1978.22;-95.262
21/07/2014;57633.9;22.211;3934.14;1973.63;-245.412
22/07/2014;57983.3;22.128;3961.62;1983.53;-97.405
23/07/2014;57420.0;22.194;3986.19;1987.01;-96.606
24/07/2014;57977.6;22.217;3983.19;1987.98;-86.387
25/07/2014;57821.1;22.298;3965.17;1978.34;-17.981
28/07/2014;57695.7;22.224;3967.24;1978.91;-166.432
29/07/2014;57118.8;22.313;3959.03;1969.95;3.35
30/07/2014;56878.0;22.457;3976.07;1970.07;-49.447
31/07/2014;55829.4;22.636;3892.5;1930.67;14.544
01/08/2014;55902.9;22.577;3879.67;1925.15;-22.754
04/08/2014;56616.3;22.584;3908.77;1938.99;-126.037
05/08/2014;56202.1;22.818;3874.94;1920.21;-29.202
06/08/2014;56487.2;2.273;3874.27;1920.24;-24.818
07/08/2014;56188.1;22.952;3857.94;1909.57;-49.983
08/08/2014;55572.9;22.833;3888.09;1931.59;59.978
11/08/2014;56613.3;22.755;3910.46;1936.92;-41.916
12/08/2014;56442.3;2.277;3905.23;1933.75;-139.895
13/08/2014;55581.2;22.816;3949.2;1946.72;-58.856
14/08/2014;55780.4;22.666;3969.11;1955.18;-27.646
15/08/2014;56963.6;22.601;3987.51;1955.06;69.691
18/08/2014;57560.7;22.574;4020.5;1971.74;-64.609
19/08/2014;58449.3;22.469;4040.13;1981.6;1.442
20/08/2014;58878.2;2.262;4040.71;1986.51;-108.38
21/08/2014;58992.1;22.687;4047.03;1992.37;-5.098
22/08/2014;58407.3;22.775;4052.75;1988.4;-98.419
25/08/2014;59735.2;22.885;4067.48;1997.92;-120.821
26/08/2014;59821.4;22.617;4071.67;2000.02;-358.422
27/08/2014;60950.6;22.471;4073.18;2000.12;-273.194
28/08/2014;60290.9;2.242;4066.27;1996.74;-43.987
29/08/2014;61288.1;22.359;4082.56;2003.37;-53.776
01/09/2014;61141.3;22.459;4082.56;2003.37;-249.724
02/09/2014;61896.0;22.436;4095.81;2002.28;-58.366
03/09/2014;61837.0;22.369;4070.96;2000.72;-107.591
04/09/2014;60800.0;22.429;4066.13;1997.65;58.448
05/09/2014;60682.0;22.418;4089.92;2007.71;-75.747
08/09/2014;59192.8;22.675;4095.47;2001.54;5.896
09/09/2014;58676.3;22.847;4061.88;1988.44;8.506
10/09/2014;58198.7;22.885;4094.97;1995.69;-20.588
11/09/2014;58337.3;22.977;4092.65;1997.45;-43.08
12/09/2014;56927.8;2.339;4069.23;1985.54;6.652
15/09/2014;57948.8;23.429;4029.89;1984.13;-70.681
16/09/2014;59114.7;23.317;4067.27;1998.98;-127.831
17/09/2014;59108.2;23.579;4073.57;2001.57;-107.549
18/09/2014;58374.5;23.649;4103.08;2011.36;-65.645
19/09/2014;57788.7;23.682;4100.09;2010.4;-3.963
22/09/2014;56818.1;23.979;4061.23;1994.29;-30.164
23/09/2014;56540.5;2.412;4051.57;1982.77;6.525
24/09/2014;56824.4;23.833;4094.31;1998.3;-86.158
25/09/2014;55962.1;24.278;4007.82;1965.99;-40.546
26/09/2014;57212.4;24.201;4053.72;1982.85;-22.954
29/09/2014;54625.4;24.477;4047.18;1977.8;124.34
30/09/2014;54116.0;24.469;4049.45;1972.29;-34.18
01/10/2014;52858.4;24.811;3984.74;1946.16;1.107
02/10/2014;53518.6;24.949;3985.87;1946.17;-191.505
03/10/2014;54539.6;24.584;4027.31;1967.9;-160.387
06/10/2014;57115.9;24.262;4016.27;1964.82;-157.722
07/10/2014;57436.3;23.966;3958.59;1935.1;-65.778
08/10/2014;57058.5;23.774;4041.12;1968.89;4.534
09/10/2014;57267.5;23.985;3969.32;1928.21;53.911
10/10/2014;55311.6;24.291;3870.86;1906.13;85.343
13/10/2014;57956.5;23.943;3808.0;1874.74;-114.875
14/10/2014;58015.5;24.003;3810.45;1877.7;-94.809
15/10/2014;56135.3;24.576;3785.97;1862.49;52.902
16/10/2014;54298.3;24.727;3765.28;1862.76;14.716
17/10/2014;55723.8;24.354;3815.47;1886.76;15.537
20/10/2014;54302.6;24.643;3870.08;1904.01;-99.087
21/10/2014;52432.4;24.833;3971.39;1941.28;48.239
22/10/2014;52411.0;24.871;3949.59;1927.11;-167.173
23/10/2014;50713.3;2.5;4012.27;1950.82;128.769
24/10/2014;51940.7;24.739;4042.02;1964.58;0.056
27/10/2014;50503.7;25.211;4046.02;1961.63;-49.005
28/10/2014;52330.0;2.461;4106.63;1985.05;-232.74
29/10/2014;51049.3;24.619;4090.55;1982.3;58.506
30/10/2014;52336.8;24.026;4100.64;1994.65;-61.308
31/10/2014;54628.6;24.778;4158.21;2018.05;-79.06
03/11/2014;53947.2;24.953;4169.29;2017.81;-226.653
04/11/2014;54383.6;24.956;4156.23;2012.1;-173.062
05/11/2014;53698.4;25.078;4153.27;2023.57;48.611
06/11/2014;52637.1;25.699;4164.08;2031.21;-23.472
07/11/2014;53222.9;25.587;4160.51;2031.92;-44.182
10/11/2014;52725.4;25.522;4175.95;2038.26;-105.121
11/11/2014;52474.3;25.563;4187.16;2039.68;78.393
12/11/2014;52978.9;25.682;4195.4;2038.25;-71.251
13/11/2014;51846.0;25.888;4213.48;2039.33;-3.602
14/11/2014;51772.4;26.017;4224.99;2039.82;-48.055
17/11/2014;51257.0;26.089;4213.79;2041.32;-110.605
18/11/2014;52061.9;25.828;4242.19;2051.8;3.433
19/11/2014;53402.8;25.714;4222.66;2048.72;-36.57
20/11/2014;53402.8;2.573;4242.09;2052.75;-197.264
21/11/2014;56084.0;25.158;4251.32;2063.5;-50.938
24/11/2014;55406.9;25.461;4284.32;2069.41;-134.462
25/11/2014;55560.8;25.301;4288.23;2067.03;-33.384
26/11/2014;55098.5;25.015;4317.99;2072.83;-23.344
27/11/2014;54721.3;25.311;4317.99;2072.83;-33.718
28/11/2014;54724.0;25.654;4337.79;2067.56;-67.955
01/12/2014;52276.6;25.607;4287.81;2053.44;-64.567
02/12/2014;51612.5;25.693;4305.96;2066.55;-68.784
03/12/2014;52320.5;25.532;4312.93;2074.33;-67.413
04/12/2014;51426.9;25.908;4311.93;2071.92;-50.714
05/12/2014;51992.9;25.885;4311.57;2075.37;-34.131
08/12/2014;50274.1;26.004;4278.34;2060.31;-49.334
09/12/2014;50193.5;2.596;4294.67;2059.82;22.134
10/12/2014;49548.1;26.166;4224.87;2026.14;-73.765
11/12/2014;49861.8;26.523;4246.48;2035.33;87.049
12/12/2014;48002.0;26.541;4199.29;2002.33;-55.173
15/12/2014;47018.7;26.958;4157.42;1989.63;-44.277
16/12/2014;47007.5;27.387;4089.6;1972.74;-45.437
17/12/2014;48713.6;27.153;4165.1;2012.89;-80.986
18/12/2014;48495.7;26.628;4267.77;2061.23;37.197
19/12/2014;49651.0;26.595;4281.78;2070.65;-51.998
22/12/2014;50120.9;26.651;4293.67;2078.54;-18.371
23/12/2014;50889.8;26.948;4279.3;2082.17;-9.172
24/12/2014;50889.8;26.958;4283.1;2081.88;-13.507
26/12/2014;50144.6;26.692;4314.1;2088.77;-71.707
29/12/2014;50593.8;27.052;4312.64;2090.57;-45.192
30/12/2014;50007.4;26.576;4282.35;2080.35;1.33
31/12/2014;50007.4;26.576;4236.28;2058.9;-85.899
02/01/2015;48512.2;26.942;4230.24;2058.2;-35.968
05/01/2015;47516.8;2.706;4160.96;2020.58;-553.644
06/01/2015;48000.9;27.008;4110.83;2002.61;-34.056
07/01/2015;49462.9;26.829;4160.0;2025.9;293.122
08/01/2015;49943.3;26.625;4240.55;2062.14;57.228
09/01/2015;48840.3;26.329;4213.28;2044.81;41.278
12/01/2015;48139.7;26.737;4169.97;2028.26;-123.956
13/01/2015;48041.7;26.432;4166.2;2023.03;-135.812
14/01/2015;47645.9;26.164;4145.84;2011.27;-73.331
15/01/2015;48026.3;2.642;4089.65;1992.67;57.647
16/01/2015;49016.5;26.223;4142.14;2019.42;3.124
19/01/2015;47758.0;26.509;4142.14;2019.42;-104.264
20/01/2015;47876.7;26.131;4171.21;2022.55;-65.149
21/01/2015;49224.1;2.601;4192.09;2032.12;-113.332
22/01/2015;49442.6;25.746;4270.36;2063.15;46.852
23/01/2015;48775.3;25.802;4278.14;2051.82;1.328
26/01/2015;48576.6;25.836;4275.72;2057.09;-130.368
27/01/2015;48591.2;25.735;4165.5;2029.55;45.287
28/01/2015;47694.5;25.766;4140.38;2002.16;-106.045
29/01/2015;47762.2;26.044;4181.35;2021.25;29.771
30/01/2015;46907.7;26.829;4148.43;1994.99;117.233
02/02/2015;47650.7;27.274;4188.59;2020.85;-100.651
03/02/2015;48963.7;26.951;4229.15;2050.03;-89.41
04/02/2015;49301.1;27.417;4221.2;2041.51;-93.806
05/02/2015;49233.9;27.454;4256.18;2062.52;-156.227
06/02/2015;48792.3;27.819;4228.68;2055.47;-28.77
09/02/2015;49382.6;2.771;4216.09;2046.74;-190.911
10/02/2015;48510.3;28.324;4281.16;2068.59;-124.049
11/02/2015;48239.7;28.679;4297.28;2068.53;-62.851
12/02/2015;49532.7;28.238;4347.97;2088.48;-233.402
13/02/2015;50635.9;28.347;4384.03;2096.99;-170.887
18/02/2015;51280.4;2.839;4390.91;2099.68;-186.362
